sale_id,sale_date,product_id,customer_id,total,rating
8711,26-03-2024,3,7,250,5
1072,09-04-2023,2,7,900,4
2136,18-07-2023,7,7,1500,5
2649,02-09-2023,24,7,500,4
4037,18-10-2023,5,7,450,5
4724,11-11-2023,9,7,700,4
9638,29-06-2024,4,7,600,5
9698,07-07-2024,3,7,250,4
1619,28-05-2023,11,7,550,5
2962,12-09-2023,21,7,650,5
2991,13-09-2023,22,7,400,4
4670,09-11-2023,9,7,700,5
468,15-02-2023,8,7,750,4
1828,15-06-2023,27,7,200,4
1891,23-06-2023,22,7,400,4
3012,14-09-2023,22,7,400,4
10275,19-09-2024,2,7,900,4
1908,26-06-2023,25,7,600,4
3659,04-10-2023,9,7,700,5
3845,11-10-2023,4,7,600,4
639,01-03-2023,26,8,900,5
1206,22-04-2023,6,8,1200,4
1493,16-05-2023,15,8,350,4
4868,16-11-2023,3,8,250,4
5978,24-12-2023,14,8,320,4
8289,12-03-2024,1,8,350,4
8309,12-03-2024,3,8,250,5
8959,13-04-2024,1,8,350,4
426,11-02-2023,8,8,750,5
699,05-03-2023,17,8,600,4
1704,04-06-2023,13,8,450,4
3299,23-09-2023,21,8,650,4
4242,26-10-2023,2,8,900,5
4528,05-11-2023,2,8,900,4
5216,28-11-2023,10,8,1800,4
6623,15-01-2024,3,8,250,4
7185,05-02-2024,2,8,900,5
1092,10-04-2023,2,8,900,5
4723,11-11-2023,9,8,700,5
4881,16-11-2023,7,8,1500,4
4919,18-11-2023,3,8,250,5
5659,13-12-2023,2,8,900,4
7040,30-01-2024,3,8,250,4
8122,05-03-2024,4,8,600,4
8433,16-03-2024,4,8,600,5
1653,01-06-2023,1,8,350,4
2660,02-09-2023,24,8,500,4
3734,07-10-2023,3,8,250,4
6525,12-01-2024,2,8,900,4
8529,19-03-2024,4,8,600,5
37,04-01-2023,25,8,600,4
7326,10-02-2024,1,8,350,5
71,09-01-2023,2,9,900,4
2064,11-07-2023,17,9,600,4
2283,30-07-2023,21,9,650,4
4089,20-10-2023,4,9,600,5
5761,17-12-2023,4,9,600,4
5877,20-12-2023,14,9,320,4
5914,22-12-2023,14,9,320,4
6391,07-01-2024,14,9,320,5
6780,21-01-2024,1,9,350,5
7738,24-02-2024,1,9,350,5
9574,22-06-2024,1,9,350,4
10233,13-09-2024,4,9,600,4
50,06-01-2023,12,9,300,5
307,31-01-2023,1,9,350,4
1152,15-04-2023,28,9,300,5
1611,27-05-2023,11,9,550,4
1696,04-06-2023,5,9,450,4
2058,11-07-2023,1,9,350,4
3304,23-09-2023,22,9,400,5
5096,24-11-2023,4,9,600,5
5160,26-11-2023,11,9,550,4
5707,15-12-2023,4,9,600,4
5920,22-12-2023,14,9,320,5
6164,30-12-2023,14,9,320,4
8530,19-03-2024,4,9,600,4
9674,03-07-2024,4,9,600,5
9775,18-07-2024,3,9,250,5
756,10-03-2023,22,9,400,5
1373,05-05-2023,26,9,900,5
1381,06-05-2023,12,9,300,5
4457,02-11-2023,10,9,1800,5
5350,02-12-2023,3,9,250,4
2368,08-08-2023,24,9,500,5
3183,19-09-2023,24,9,500,4
3500,29-09-2023,24,9,500,5
7689,22-02-2024,2,9,900,5
9407,29-05-2024,2,9,900,4
10311,23-09-2024,3,9,250,5
4964,19-11-2023,5,9,450,5
7563,17-02-2024,4,9,600,4
127,15-01-2023,19,9,300,4
383,07-02-2023,4,9,600,5
519,20-02-2023,11,9,550,4
2996,13-09-2023,23,9,250,5
3182,19-09-2023,23,9,250,4
3927,14-10-2023,2,9,900,4
6890,25-01-2024,2,9,900,4
7342,10-02-2024,3,9,250,5
51,06-01-2023,13,10,450,4
2224,25-07-2023,7,10,1500,5
3067,16-09-2023,21,10,650,5
3926,14-10-2023,2,10,900,4
4302,28-10-2023,1,10,350,4
4598,07-11-2023,5,10,450,5
8138,06-03-2024,2,10,900,5
10243,14-09-2024,3,10,250,5
187,20-01-2023,26,10,900,4
990,02-04-2023,1,10,350,4
1464,13-05-2023,19,10,300,4
1754,08-06-2023,17,10,600,5
2332,04-08-2023,24,10,500,4
3165,19-09-2023,21,10,650,5
3501,29-09-2023,24,10,500,5
3528,30-09-2023,24,10,500,4
4066,19-10-2023,4,10,600,4
4304,28-10-2023,3,10,250,4
5117,25-11-2023,3,10,250,5
6477,10-01-2024,14,10,320,4
7442,13-02-2024,2,10,900,5
7771,25-02-2024,2,10,900,5
8652,24-03-2024,3,10,250,5
9890,03-08-2024,3,10,250,5
2252,27-07-2023,23,10,250,5
2827,08-09-2023,21,10,650,4
3717,06-10-2023,10,10,1800,4
8125,06-03-2024,1,10,350,4
9199,07-05-2024,4,10,600,5
3901,13-10-2023,2,10,900,4
10214,12-09-2024,3,10,250,5
1534,19-05-2023,18,10,450,5
2122,17-07-2023,7,10,1500,5
3615,03-10-2023,2,10,900,4
4159,23-10-2023,1,10,350,4
7836,27-02-2024,3,10,250,4
8071,04-03-2024,3,10,250,5
10260,17-09-2024,4,10,600,4
59,07-01-2023,6,10,1200,5
1193,21-04-2023,11,10,550,5
10076,24-08-2024,2,10,900,4
1746,07-06-2023,18,11,450,4
7261,08-02-2024,1,11,350,5
8012,02-03-2024,4,11,600,5
803,14-03-2023,17,11,600,4
1364,04-05-2023,18,11,450,4
1939,30-06-2023,6,11,1200,4
4499,04-11-2023,2,11,900,5
5032,21-11-2023,10,11,1800,4
5071,23-11-2023,4,11,600,5
5684,14-12-2023,3,11,250,5
6182,31-12-2023,14,11,320,5
7143,03-02-2024,4,11,600,4
7174,05-02-2024,1,11,350,4
7716,23-02-2024,2,11,900,5
8695,25-03-2024,4,11,600,5
9190,07-05-2024,2,11,900,4
9503,12-06-2024,2,11,900,4
10290,20-09-2024,4,11,600,5
239,25-01-2023,13,11,450,4
2573,28-08-2023,24,11,500,5
3550,01-10-2023,22,11,400,4
3592,02-10-2023,9,11,700,5
3841,11-10-2023,2,11,900,5
4798,13-11-2023,11,11,550,5
5408,04-12-2023,4,11,600,5
199,22-01-2023,19,11,300,4
311,31-01-2023,9,11,700,5
1952,01-07-2023,13,11,450,5
5225,29-11-2023,4,11,600,4
5345,02-12-2023,2,11,900,4
8141,06-03-2024,3,11,250,5
10304,22-09-2024,1,11,350,5
1242,25-04-2023,1,11,350,4
3199,20-09-2023,21,11,650,5
3237,21-09-2023,22,11,400,4
9262,13-05-2024,4,11,600,4
2030,08-07-2023,5,11,450,5
3188,19-09-2023,24,11,500,4
4126,22-10-2023,1,11,350,5
6368,06-01-2024,14,11,320,4
44,05-01-2023,14,12,320,4
1862,20-06-2023,20,12,800,4
2805,07-09-2023,24,12,500,4
4217,24-10-2023,11,12,550,4
5944,22-12-2023,14,12,320,4
6138,29-12-2023,14,12,320,5
6976,28-01-2024,2,12,900,5
7754,24-02-2024,4,12,600,4
8192,08-03-2024,2,12,900,5
8346,14-03-2024,1,12,350,4
9701,08-07-2024,1,12,350,5
852,19-03-2023,8,12,750,4
862,20-03-2023,19,12,300,4
967,31-03-2023,8,12,750,5
1173,18-04-2023,28,12,300,5
2478,19-08-2023,24,12,500,5
2746,05-09-2023,24,12,500,4
3502,29-09-2023,24,12,500,5
6392,07-01-2024,14,12,320,5
6621,15-01-2024,2,12,900,5
6821,22-01-2024,2,12,900,5
8378,15-03-2024,1,12,350,5
8580,22-03-2024,1,12,350,4
1148,15-04-2023,17,12,600,5
2380,10-08-2023,24,12,500,4
3352,25-09-2023,21,12,650,4
3679,05-10-2023,7,12,1500,5
3773,08-10-2023,9,12,700,4
3806,09-10-2023,9,12,700,5
4251,26-10-2023,5,12,450,5
4605,07-11-2023,9,12,700,5
8270,11-03-2024,2,12,900,5
126,15-01-2023,16,12,500,5
495,17-02-2023,3,12,250,4
541,22-02-2023,3,12,250,4
1882,22-06-2023,24,12,500,5
6209,01-01-2024,14,12,320,5
6501,11-01-2024,1,12,350,4
3480,29-09-2023,21,12,650,5
4218,25-10-2023,1,12,350,5
10322,25-09-2024,2,12,900,5
6865,24-01-2024,1,12,350,4
9722,10-07-2024,2,12,900,4
1707,04-06-2023,20,13,800,4
2931,10-09-2023,24,13,500,4
2933,11-09-2023,21,13,650,5
3156,18-09-2023,24,13,500,4
3174,19-09-2023,22,13,400,5
5273,30-11-2023,10,13,1800,4
5327,01-12-2023,9,13,700,4
5972,23-12-2023,14,13,320,4
6314,04-01-2024,14,13,320,5
6481,10-01-2024,14,13,320,5
6712,18-01-2024,4,13,600,5
7729,23-02-2024,4,13,600,5
9957,09-08-2024,4,13,600,4
344,02-02-2023,21,13,650,4
488,16-02-2023,9,13,700,5
1906,26-06-2023,2,13,900,5
2080,12-07-2023,21,13,650,4
2998,13-09-2023,24,13,500,5
3051,15-09-2023,23,13,250,4
3234,21-09-2023,22,13,400,5
3653,04-10-2023,7,13,1500,4
3718,06-10-2023,10,13,1800,5
3738,07-10-2023,4,13,600,5
4420,01-11-2023,11,13,550,4
4650,09-11-2023,1,13,350,5
4846,15-11-2023,5,13,450,4
4909,17-11-2023,11,13,550,4
5110,24-11-2023,11,13,550,4
5870,20-12-2023,14,13,320,5
6457,09-01-2024,14,13,320,4
8159,07-03-2024,1,13,350,5
8178,08-03-2024,1,13,350,4
8965,13-04-2024,3,13,250,5
9413,30-05-2024,2,13,900,4
9604,25-06-2024,1,13,350,4
9869,31-07-2024,4,13,600,4
752,10-03-2023,17,13,600,4
1254,26-04-2023,4,13,600,5
1584,24-05-2023,17,13,600,4
1748,07-06-2023,21,13,650,5
2835,08-09-2023,22,13,400,5
3630,03-10-2023,10,13,1800,5
9949,08-08-2024,4,13,600,4
4984,20-11-2023,1,13,350,5
8849,31-03-2024,2,13,900,4
9267,14-05-2024,2,13,900,5
556,23-02-2023,5,13,450,4
1932,29-06-2023,8,13,750,5
7360,11-02-2024,1,13,350,5
6283,03-01-2024,14,13,320,4
122,14-01-2023,24,14,500,5
2130,17-07-2023,24,14,500,4
2739,05-09-2023,24,14,500,4
2791,07-09-2023,22,14,400,5
2967,12-09-2023,22,14,400,4
3177,19-09-2023,22,14,400,4
3453,28-09-2023,22,14,400,5
5440,05-12-2023,3,14,250,5
5469,06-12-2023,10,14,1800,5
7863,28-02-2024,1,14,350,4
398,09-02-2023,1,14,350,5
637,01-03-2023,21,14,650,5
719,07-03-2023,17,14,600,4
1090,09-04-2023,27,14,200,4
1921,28-06-2023,14,14,320,4
2002,05-07-2023,21,14,650,4
2921,10-09-2023,23,14,250,4
3217,20-09-2023,24,14,500,4
3549,01-10-2023,22,14,400,5
3629,03-10-2023,10,14,1800,4
4644,08-11-2023,11,14,550,4
5133,25-11-2023,11,14,550,4
5747,16-12-2023,9,14,700,5
5751,17-12-2023,1,14,350,5
6529,12-01-2024,2,14,900,4
7483,14-02-2024,4,14,600,5
1037,06-04-2023,6,14,1200,4
2567,28-08-2023,24,14,500,4
3112,17-09-2023,24,14,500,4
3847,11-10-2023,4,14,600,5
4743,12-11-2023,3,14,250,5
8599,22-03-2024,3,14,250,5
3020,14-09-2023,23,14,250,4
5644,12-12-2023,7,14,1500,4
7959,01-03-2024,4,14,600,5
2296,01-08-2023,2,14,900,4
1329,01-05-2023,26,15,900,5
1667,02-06-2023,4,15,600,5
2473,19-08-2023,24,15,500,4
3240,21-09-2023,22,15,400,4
6100,28-12-2023,14,15,320,5
8191,08-03-2024,2,15,900,5
584,25-02-2023,9,15,700,4
612,27-02-2023,15,15,350,4
1596,26-05-2023,9,15,700,4
2158,20-07-2023,10,15,1800,5
2979,13-09-2023,21,15,650,5
3197,20-09-2023,21,15,650,5
8202,08-03-2024,3,15,250,4
9047,22-04-2024,2,15,900,4
9466,06-06-2024,4,15,600,4
1057,07-04-2023,24,15,500,5
1747,07-06-2023,19,15,300,4
3282,22-09-2023,23,15,250,5
4765,12-11-2023,11,15,550,4
8564,21-03-2024,3,15,250,4
998,02-04-2023,16,15,500,5
2556,27-08-2023,24,15,500,4
3207,20-09-2023,22,15,400,5
6504,11-01-2024,2,15,900,4
6832,23-01-2024,1,15,350,5
7867,28-02-2024,2,15,900,5
9782,19-07-2024,3,15,250,5
393,08-02-2023,18,15,450,4
1267,27-04-2023,8,15,750,5
2775,06-09-2023,24,15,500,4
8478,18-03-2024,2,15,900,5
9552,18-06-2024,2,15,900,4
5855,20-12-2023,14,15,320,5
10328,25-09-2024,2,15,900,5
1325,01-05-2023,23,16,250,4
4390,01-11-2023,2,16,900,5
4679,10-11-2023,4,16,600,4
4686,10-11-2023,6,16,1200,4
6206,31-12-2023,14,16,320,5
7527,16-02-2024,2,16,900,5
7535,16-02-2024,4,16,600,5
7549,17-02-2024,2,16,900,4
7698,22-02-2024,3,16,250,4
7864,28-02-2024,2,16,900,4
10141,03-09-2024,3,16,250,5
176,19-01-2023,20,16,800,4
1648,31-05-2023,16,16,500,4
2251,27-07-2023,14,16,320,5
3694,05-10-2023,11,16,550,4
4029,18-10-2023,1,16,350,5
4662,09-11-2023,7,16,1500,4
4898,17-11-2023,5,16,450,5
5365,02-12-2023,8,16,750,4
5803,18-12-2023,7,16,1500,5
6737,19-01-2024,3,16,250,5
8142,06-03-2024,3,16,250,5
8352,14-03-2024,2,16,900,5
9117,01-05-2024,1,16,350,4
9772,18-07-2024,2,16,900,4
681,04-03-2023,15,16,350,4
2847,08-09-2023,24,16,500,5
3194,19-09-2023,24,16,500,4
4518,04-11-2023,10,16,1800,5
7790,25-02-2024,4,16,600,5
10182,07-09-2024,2,16,900,4
6580,13-01-2024,3,16,250,4
2726,05-09-2023,24,16,500,4
7184,05-02-2024,2,16,900,4
9801,21-07-2024,4,16,600,4
397,08-02-2023,28,17,300,5
454,14-02-2023,2,17,900,5
1214,22-04-2023,22,17,400,4
3024,14-09-2023,24,17,500,4
5976,24-12-2023,14,17,320,5
6067,26-12-2023,14,17,320,4
6157,30-12-2023,14,17,320,4
6714,18-01-2024,4,17,600,4
1494,16-05-2023,17,17,600,4
2374,09-08-2023,24,17,500,4
6745,20-01-2024,1,17,350,4
7412,12-02-2024,2,17,900,4
8698,26-03-2024,1,17,350,4
23,03-01-2023,9,17,700,4
373,06-02-2023,9,17,700,5
788,13-03-2023,12,17,300,5
2866,09-09-2023,22,17,400,5
6387,07-01-2024,14,17,320,5
3388,26-09-2023,21,17,650,4
5364,02-12-2023,8,17,750,4
6284,03-01-2024,14,17,320,4
6602,14-01-2024,3,17,250,4
6774,20-01-2024,4,17,600,4
6842,23-01-2024,2,17,900,5
10342,26-09-2024,2,17,900,4
2177,21-07-2023,15,17,350,5
4264,27-10-2023,2,17,900,5
5015,21-11-2023,4,17,600,5
8492,19-03-2024,1,17,350,5
92,11-01-2023,12,18,300,5
196,22-01-2023,1,18,350,4
382,06-02-2023,26,18,900,4
782,12-03-2023,14,18,320,4
1614,27-05-2023,21,18,650,5
1929,29-06-2023,2,18,900,4
1953,01-07-2023,13,18,450,5
2765,06-09-2023,24,18,500,5
3442,28-09-2023,21,18,650,5
5114,25-11-2023,3,18,250,5
5196,28-11-2023,1,18,350,5
6922,26-01-2024,2,18,900,4
8048,03-03-2024,4,18,600,5
8280,11-03-2024,3,18,250,5
8382,15-03-2024,2,18,900,4
9920,05-08-2024,4,18,600,4
1718,05-06-2023,22,18,400,5
1902,25-06-2023,11,18,550,4
2483,19-08-2023,24,18,500,5
2559,27-08-2023,24,18,500,5
3405,26-09-2023,24,18,500,5
3536,01-10-2023,21,18,650,5
3973,15-10-2023,8,18,750,5
8535,20-03-2024,2,18,900,4
8766,28-03-2024,3,18,250,5
647,02-03-2023,8,18,750,5
1188,20-04-2023,13,18,450,4
1741,07-06-2023,3,18,250,5
3588,02-10-2023,7,18,1500,5
3702,06-10-2023,3,18,250,4
3807,09-10-2023,9,18,700,5
6057,26-12-2023,14,18,320,5
9371,25-05-2024,4,18,600,5
3015,14-09-2023,22,18,400,4
7313,09-02-2024,4,18,600,4
9222,09-05-2024,3,18,250,5
1437,10-05-2023,15,18,350,5
7311,09-02-2024,4,18,600,5
7634,20-02-2024,1,18,350,4
8164,07-03-2024,2,18,900,4
8506,19-03-2024,1,18,350,5
4706,10-11-2023,11,18,550,5
26,03-01-2023,16,19,500,5
206,23-01-2023,6,19,1200,4
1499,16-05-2023,25,19,600,5
2601,31-08-2023,24,19,500,5
6388,07-01-2024,14,19,320,4
6710,18-01-2024,3,19,250,4
10267,18-09-2024,3,19,250,4
515,20-02-2023,1,19,350,4
749,10-03-2023,8,19,750,5
1434,10-05-2023,13,19,450,5
3122,18-09-2023,21,19,650,4
4594,07-11-2023,2,19,900,4
5174,27-11-2023,5,19,450,5
5578,10-12-2023,1,19,350,4
8556,21-03-2024,2,19,900,5
9592,23-06-2024,2,19,900,4
2410,12-08-2023,24,19,500,4
3225,21-09-2023,21,19,650,4
6146,29-12-2023,14,19,320,5
741,09-03-2023,11,19,550,5
5477,07-12-2023,3,19,250,5
6789,21-01-2024,2,19,900,4
2036,08-07-2023,21,19,650,4
4393,01-11-2023,3,19,250,4
1407,08-05-2023,23,19,250,4
8211,09-03-2024,1,19,350,4
8315,12-03-2024,4,19,600,5
8767,28-03-2024,3,19,250,4
692,05-03-2023,6,20,1200,5
1608,26-05-2023,28,20,300,5
2347,06-08-2023,24,20,500,4
3705,06-10-2023,4,20,600,5
4357,30-10-2023,1,20,350,4
5701,14-12-2023,11,20,550,4
7106,02-02-2024,2,20,900,4
8972,14-04-2024,3,20,250,4
9756,15-07-2024,2,20,900,5
1127,13-04-2023,27,20,200,5
7896,29-02-2024,3,20,250,4
419,10-02-2023,7,20,1500,5
2613,01-09-2023,24,20,500,5
3370,25-09-2023,23,20,250,4
4108,21-10-2023,2,20,900,4
5010,20-11-2023,11,20,550,4
6449,09-01-2024,14,20,320,4
7316,09-02-2024,4,20,600,4
7346,10-02-2024,3,20,250,5
2663,02-09-2023,24,20,500,5
5001,20-11-2023,8,20,750,4
6703,18-01-2024,2,20,900,5
6924,26-01-2024,2,20,900,4
8997,16-04-2024,4,20,600,4
1186,20-04-2023,8,20,750,5
2583,29-08-2023,24,20,500,5
6328,05-01-2024,14,20,320,5
7497,15-02-2024,3,20,250,4
1695,04-06-2023,4,21,600,5
1807,14-06-2023,7,21,1500,5
3649,04-10-2023,6,21,1200,5
3737,07-10-2023,3,21,250,4
4392,01-11-2023,3,21,250,4
4957,19-11-2023,3,21,250,5
8857,31-03-2024,3,21,250,5
230,24-01-2023,17,21,600,5
1851,18-06-2023,26,21,900,4
4040,18-10-2023,5,21,450,4
5124,25-11-2023,7,21,1500,5
6558,13-01-2024,1,21,350,5
7668,21-02-2024,3,21,250,4
7710,23-02-2024,1,21,350,5
8275,11-03-2024,3,21,250,5
8428,16-03-2024,4,21,600,5
9576,22-06-2024,2,21,900,5
9865,31-07-2024,2,21,900,4
392,08-02-2023,16,21,500,4
1574,23-05-2023,19,21,300,4
1873,21-06-2023,24,21,500,4
2129,17-07-2023,22,21,400,5
2859,09-09-2023,22,21,400,4
3552,01-10-2023,23,21,250,5
4557,05-11-2023,9,21,700,5
4760,12-11-2023,9,21,700,4
4771,13-11-2023,3,21,250,4
5130,25-11-2023,10,21,1800,4
1105,11-04-2023,9,21,700,4
6557,13-01-2024,1,21,350,4
4353,29-10-2023,11,21,550,4
7224,06-02-2024,4,21,600,4
810,15-03-2023,5,21,450,5
